nama_makanan,kategori_makanan,jenis_kemasan,lokasi_penyimpanan,sudah_terbuka,hari_berakhir,hari_sejak_dibuka,sisa_hari,label,cara_simpan
Jus Apel,Produk Minuman,Karton,Pendingin,1,75,4,1,Segera,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Air Soda,Produk Minuman,Plastik,Suhu Ruang,0,345,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Blueberry,Produk Olahan Susu,Plastik,Pendingin,1,23,8,-5,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Mie Instan Goreng,Produk Kering,Plastik,Suhu Ruang,1,131,2,-2,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Susu Almond,Produk Olahan Susu,Karton,Pendingin,0,220,0,215,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Sereal Muesli,Produk Kering,Karton,Suhu Ruang,0,49,0,44,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Mangga,Produk Olahan Susu,Plastik,Pendingin,0,11,0,6,Segera,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Suhu Ruang,0,472,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Jus Anggur,Produk Minuman,Botol Kaca,Pendingin,0,174,0,179,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Keju Mozzarella,Produk Olahan Susu,Plastik,Pendingin,1,11,2,5,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Biskuit Digestive,Produk Kering,Plastik,Suhu Ruang,0,32,0,28,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Digestive,Produk Kering,Plastik,Suhu Ruang,1,311,12,2,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Biskuit Mentega,Produk Kering,Kaleng,Suhu Ruang,1,349,3,11,Segar,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Keju Mozzarella,Produk Olahan Susu,Plastik,Pendingin,1,56,6,1,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Sarden Cabai,Produk Kaleng,Kaleng,Suhu Ruang,0,499,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Suhu Ruang,1,501,12,-2,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Suhu Ruang,0,155,0,159,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Bubuk Skim,Produk Olahan Susu,Karton,Suhu Ruang,1,25,12,4,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Mie Instan Goreng,Produk Kering,Plastik,Suhu Ruang,0,34,0,36,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Pendingin,1,14,2,1,Segera,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Sosis Ikan,Produk Protein,Plastik,Pendingin,1,23,4,-1,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Suhu Ruang,0,495,12,10,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Marie,Produk Kering,Plastik,Suhu Ruang,0,8,0,10,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Teh Botol,Produk Minuman,Botol Kaca,Suhu Ruang,1,282,2,1,Segera,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Leci Dalam Sirup,Produk Kaleng,Kaleng,Suhu Ruang,1,277,8,-5,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Biskuit Marie,Produk Kering,Plastik,Suhu Ruang,1,122,2,5,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Jus Anggur,Produk Minuman,Botol Kaca,Pendingin,0,182,0,179,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Yogurt Mangga,Produk Olahan Susu,Plastik,Pendingin,0,11,0,10,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Pendingin,0,44,0,49,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Soda Jeruk,Produk Minuman,Kaleng,Suhu Ruang,0,353,4,-3,Kadaluwarsa,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Sandwich,Produk Kering,Plastik,Suhu Ruang,1,91,3,2,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Susu Almond,Produk Olahan Susu,Karton,Pendingin,0,53,0,58,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Leci Dalam Sirup,Produk Kaleng,Kaleng,Suhu Ruang,1,465,8,-5,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Buah Cocktail,Produk Kaleng,Kaleng,Suhu Ruang,0,219,0,221,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Teh Kotak Jasmine,Produk Minuman,Karton,Suhu Ruang,0,47,0,44,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Mangga Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,0,100,0,104,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Jus Jambu,Produk Minuman,Karton,Pendingin,0,68,0,70,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Bubuk Skim,Produk Olahan Susu,Karton,Suhu Ruang,1,118,9,21,Segar,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Soda Jeruk,Produk Minuman,Kaleng,Suhu Ruang,1,187,6,-5,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Pendingin,0,504,0,9,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Leci Dalam Sirup,Produk Kaleng,Kaleng,Suhu Ruang,1,324,6,-3,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Susu Uht Coklat,Produk Olahan Susu,Karton,Pendingin,0,144,0,146,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Sosis Frankfurter,Produk Protein,Plastik,Pendingin,0,58,0,59,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Teh Kotak Hijau,Produk Minuman,Karton,Suhu Ruang,0,14,0,11,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Nugget Sayuran,Produk Protein,Plastik,Pembeku,1,46,2,1,Segera,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Suhu Ruang,0,505,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Cola Original,Produk Minuman,Kaleng,Suhu Ruang,1,51,1,0,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Nanas Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,149,1,2,Segera,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Yogurt Blueberry,Produk Olahan Susu,Plastik,Pendingin,1,0,5,-2,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Air Mineral,Produk Minuman,Plastik,Suhu Ruang,0,478,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Air Mineral,Produk Minuman,Plastik,Suhu Ruang,1,52,1,0,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Nanas Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,129,2,1,Segera,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Biskuit Crackers,Produk Kering,Plastik,Suhu Ruang,0,71,0,72,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Mangga,Produk Olahan Susu,Plastik,Pendingin,0,5,0,9,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Ikan Makerel,Produk Kaleng,Kaleng,Suhu Ruang,1,464,7,-5,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Minuman Isotonik,Produk Minuman,Plastik,Suhu Ruang,0,170,0,175,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Mie Instan Soto,Produk Kering,Plastik,Suhu Ruang,0,166,0,163,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sereal Oat,Produk Kering,Karton,Suhu Ruang,0,20,0,21,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Oreo,Produk Kering,Plastik,Suhu Ruang,0,15,0,14,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Biskuit Crackers,Produk Kering,Plastik,Suhu Ruang,1,36,1,6,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Jus Anggur,Produk Minuman,Botol,Pendingin,0,142,0,141,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Cola Original,Produk Minuman,Kaleng,Suhu Ruang,0,122,0,126,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sosis Frozen,Produk Protein,Plastik,Pembeku,0,126,0,122,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Sosis Sapi,Produk Protein,Plastik,Pendingin,0,31,0,36,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Nugget Sayuran,Produk Protein,Plastik,Pembeku,1,67,2,1,Segera,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Jus Jambu,Produk Minuman,Karton,Pendingin,0,23,0,18,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Teh Kotak Hijau,Produk Minuman,Karton,Suhu Ruang,1,8,1,0,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Teh Botol,Produk Minuman,Botol Kaca,Suhu Ruang,0,0,0,1,Segera,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Evaporasi,Produk Olahan Susu,Kaleng,Pendingin,1,182,12,-5,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Teh Botol,Produk Minuman,Botol Kaca,Suhu Ruang,1,156,8,-5,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Biskuit Oatmeal,Produk Kering,Plastik,Suhu Ruang,1,88,3,4,Segera,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Sereal Muesli,Produk Kering,Karton,Suhu Ruang,0,223,0,227,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Susu Uht Coklat,Produk Olahan Susu,Karton,Pendingin,1,52,2,-1,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Air Soda,Produk Minuman,Plastik,Suhu Ruang,1,36,2,-1,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Minuman Isotonik,Produk Minuman,Plastik,Suhu Ruang,1,137,1,0,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Jus Anggur,Produk Minuman,Botol Kaca,Pendingin,0,129,0,125,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Biskuit Digestive,Produk Kering,Plastik,Suhu Ruang,1,164,2,12,Segar,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Leci Dalam Sirup,Produk Kaleng,Kaleng,Suhu Ruang,0,394,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Nanas Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,46,6,-3,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Sosis Bebek,Produk Protein,Plastik,Pendingin,1,45,9,-2,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Mangga Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,495,5,-2,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Teh Lemon,Produk Minuman,Karton,Suhu Ruang,1,75,4,-3,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Sosis Frozen,Produk Protein,Plastik,Pembeku,0,128,0,127,Segar,Simpan dalam pembeku pada suhu -18°C atau lebih rendah agar kualitas terjaga.
Cola Zero Sugar,Produk Minuman,Kaleng,Suhu Ruang,0,0,0,40,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Teh Kotak Hijau,Produk Minuman,Karton,Suhu Ruang,1,59,4,-3,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Sosis Ayam,Produk Protein,Plastik,Pendingin,0,52,0,56,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Suhu Ruang,1,111,12,8,Segar,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Pendingin,0,14,0,10,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Biskuit Mentega,Produk Kering,Kaleng,Suhu Ruang,0,217,0,218,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sereal Granola,Produk Kering,Karton,Suhu Ruang,0,319,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Pendingin,1,8,3,0,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Yogurt Blueberry,Produk Olahan Susu,Plastik,Pendingin,0,29,0,24,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Mangga Kaleng,Produk Kaleng,Kaleng,Suhu Ruang,1,495,8,-5,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Jus Sirsak,Produk Minuman,Karton,Pendingin,0,146,0,141,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Uht Vanila,Produk Olahan Susu,Karton,Pendingin,1,19,1,0,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Jus Nanas,Produk Minuman,Karton,Pendingin,0,127,0,129,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Mie Instan Soto,Produk Kering,Plastik,Suhu Ruang,1,61,3,-3,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Teh Tarik,Produk Minuman,Karton,Pendingin,1,72,4,-3,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Jus Sirsak,Produk Minuman,Karton,Pendingin,0,4,0,6,Segera,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Sosis Frozen,Produk Protein,Plastik,Pembeku,1,31,3,0,Kadaluwarsa,"Setelah dibuka, pindahkan ke wadah kedap udara. Simpan di freezer agar tahan lebih lama."
Teh Tarik,Produk Minuman,Karton,Pendingin,1,73,4,-3,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Air Mineral,Produk Minuman,Plastik,Suhu Ruang,0,312,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Cola Original,Produk Minuman,Kaleng,Suhu Ruang,1,235,6,-5,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Buah Cocktail,Produk Kaleng,Kaleng,Suhu Ruang,0,254,0,249,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sarden Cabai,Produk Kaleng,Kaleng,Suhu Ruang,0,133,4,-2,Kadaluwarsa,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sarden Cabai,Produk Kaleng,Kaleng,Suhu Ruang,1,474,3,-1,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Biskuit Mentega,Produk Kering,Kaleng,Suhu Ruang,1,191,6,8,Segar,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Kornet Ayam,Produk Kaleng,Kaleng,Suhu Ruang,1,291,1,2,Segera,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Susu Evaporasi,Produk Olahan Susu,Kaleng,Pendingin,0,158,0,162,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Keju Cheddar,Produk Olahan Susu,Plastik,Pendingin,1,173,12,-4,Kadaluwarsa,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Mie Instan Ayam,Produk Kering,Plastik,Suhu Ruang,1,288,4,-4,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Yogurt Stroberi,Produk Olahan Susu,Plastik,Pendingin,1,20,2,1,Segera,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Suhu Ruang,0,50,0,54,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Pendingin,0,88,0,91,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Buah Cocktail,Produk Kaleng,Kaleng,Suhu Ruang,1,125,8,-5,Kadaluwarsa,Jangan simpan di dalam kaleng yang sudah terbuka. Pindahkan isi ke wadah plastik/kaca dan simpan di lemari pendingin.
Teh Kotak Hijau,Produk Minuman,Karton,Suhu Ruang,1,216,5,-4,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Keju Parmesan,Produk Olahan Susu,Plastik,Pendingin,1,220,9,21,Segar,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Keju Cream Cheese,Produk Olahan Susu,Karton,Pendingin,0,42,0,46,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Suhu Ruang,0,175,0,178,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Sereal Granola,Produk Kering,Karton,Suhu Ruang,1,107,12,13,Segar,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Keju Parmesan,Produk Olahan Susu,Plastik,Pendingin,1,319,6,24,Segar,"Setelah dibuka, tutup rapat dan segera simpan di lemari pendingin. Sebaiknya habiskan dalam 3-5 hari."
Sereal Coklat,Produk Kering,Karton,Suhu Ruang,0,273,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Soda Jeruk,Produk Minuman,Kaleng,Suhu Ruang,1,305,6,-5,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Teh Botol,Produk Minuman,Botol Kaca,Suhu Ruang,0,322,0,250,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Keju Parmesan,Produk Olahan Susu,Plastik,Pendingin,0,107,0,106,Segar,Simpan dalam kulkas pada suhu stabil 2-5°C untuk menjaga kesegaran.
Sereal Granola,Produk Kering,Karton,Suhu Ruang,1,123,12,-1,Kadaluwarsa,Pastikan kemasan ditutup rapat dengan klip atau pindahkan ke toples kedap udara agar tidak melempem.
Teh Kotak Hijau,Produk Minuman,Karton,Suhu Ruang,1,59,3,-2,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
Biskuit Marie,Produk Kering,Plastik,Suhu Ruang,0,153,0,154,Segar,"Simpan di tempat kering dan sejuk, hindarkan dari paparan sinar matahari langsung dan benda berbau tajam."
Soda Lemon,Produk Minuman,Kaleng,Suhu Ruang,1,103,5,-4,Kadaluwarsa,Tutup rapat kembali tutup botolnya dan simpan di kulkas agar tetap segar.
